W1,W2
4.4399999999999995,4.29
28.77,8.52
23.73,7.0
12.75,9.14
1.71,7.13
20.939999999999998,4.1499999999999995
9.870000000000001,5.68
8.430000000000001,6.17
5.31,1.79
3.84,5.5600000000000005
24.689999999999998,9.389999999999999
8.01,0.21999999999999997
8.22,4.1
26.04,3.25
16.68,8.36
10.77,0.26
18.21,3.08
20.759999999999998,6.43
23.580000000000002,2.79
17.88,7.48
6.3,8.75
12.959999999999999,8.57
10.020000000000001,6.42
22.95,9.74
24.57,8.58
1.14,4.32
22.11,7.59
23.880000000000003,5.02
29.37,2.45
6.69,2.2
6.359999999999999,0.1
28.529999999999998,6.760000000000001
16.740000000000002,7.22
12.180000000000001,2.8299999999999996
21.419999999999998,2.12
16.05,0.77
1.38,2.48
8.61,0.8
0.96,8.65
23.55,2.2
28.349999999999998,7.65
1.74,1.81
12.54,7.4399999999999995
13.05,8.96
23.13,9.43
0.48,6.43
12.09,4.48
12.209999999999999,6.18
23.46,7.960000000000001
19.26,3.27
20.7,8.16
21.75,3.79
22.35,7.21
17.04,5.19
13.71,5.44
24.509999999999998,5.5
6.69,5.16
7.47,5.5200000000000005
19.62,7.7700000000000005
7.32,0.79
26.67,5.5
14.94,3.8200000000000003
24.93,5.83
27.060000000000002,7.800000000000001
27.09,6.07
11.73,2.45
11.34,5.620000000000001
29.61,2.3000000000000003
1.71,1.18
15.66,0.9199999999999999
8.489999999999998,6.44
21.18,5.789999999999999
28.32,6.18
4.319999999999999,2.72
18.06,0.97
19.38,9.83
8.34,4.98
8.969999999999999,9.82
25.77,2.67
8.190000000000001,7.84
15.42,4.1
17.49,6.41
1.47,6.51
0.87,3.0
23.73,7.39
26.07,3.2
24.75,5.97
28.89,3.9800000000000004
11.01,9.26
12.78,5.5600000000000005
19.38,8.91
22.29,8.54
25.11,9.370000000000001
16.23,5.57
22.38,4.61
28.29,2.94
3.09,9.65
22.44,5.6499999999999995
27.060000000000002,1.25
10.559999999999999,9.370000000000001
22.59,8.49
3.81,0.72
8.489999999999998,4.35
17.009999999999998,7.13
9.33,0.8699999999999999
20.91,0.54
10.53,1.18
21.06,8.81
11.61,9.3
13.74,8.7
1.38,0.61
16.44,8.81
12.209999999999999,6.21
12.299999999999999,4.069999999999999
13.290000000000001,3.2600000000000002
21.15,9.53
22.89,7.880000000000001
10.92,9.69
26.61,2.9
25.59,2.27
8.34,5.709999999999999
23.55,7.46
14.43,8.17
21.96,5.83
28.65,9.879999999999999
14.399999999999999,5.53
25.41,8.030000000000001
24.66,0.31
2.6399999999999997,9.280000000000001
5.34,4.47
26.88,7.75
7.53,9.57
22.2,8.26
24.060000000000002,7.32
21.78,6.630000000000001
2.6999999999999997,7.960000000000001
29.07,5.05
12.389999999999999,9.02
12.84,9.879999999999999
16.14,7.51
26.91,2.8699999999999997
21.06,4.6000000000000005
7.26,0.12
22.89,8.870000000000001
16.830000000000002,5.05
1.47,6.51
29.52,9.629999999999999
22.89,6.01
25.08,9.77
10.86,4.04
9.96,6.65
26.07,1.1300000000000001
4.59,7.1
9.6,3.84
7.47,2.0100000000000002
22.38,2.07
13.59,7.22
11.370000000000001,3.6399999999999997
25.59,3.95
1.1099999999999999,0.66
6.84,2.66
12.239999999999998,8.19
11.58,6.840000000000001
29.13,2.2
20.580000000000002,7.51
25.38,5.05
27.18,4.84
18.9,8.0
13.14,0.72
17.73,3.2800000000000002
18.57,4.93
2.52,2.7800000000000002
29.61,0.47
7.47,5.8999999999999995
22.68,7.79
22.35,7.1
15.3,8.219999999999999
3.21,3.4200000000000004
5.31,6.0
0.32999999999999996,6.680000000000001
24.18,8.37
14.879999999999999,6.21
24.240000000000002,3.75
15.96,4.31
15.72,7.039999999999999
14.73,2.8699999999999997
11.940000000000001,7.92
19.950000000000003,8.37
18.54,9.44
21.99,6.75
7.83,7.01
9.27,6.760000000000001
9.780000000000001,6.35
23.19,7.4
17.34,0.53
0.51,6.35
18.69,5.01
13.56,5.16
27.6,7.880000000000001
6.69,2.0
4.0200000000000005,3.91
15.57,4.01
3.84,9.629999999999999
12.75,3.62
11.58,5.83
29.25,0.9299999999999999
25.169999999999998,7.39
23.970000000000002,6.15
0.32999999999999996,6.5600000000000005
11.850000000000001,4.84
10.95,0.7000000000000001
12.57,1.87
17.7,0.5800000000000001
24.72,0.61
29.34,7.24
21.75,5.45
12.9,6.51
26.52,8.96
20.07,4.16
28.89,3.84
20.669999999999998,1.42
21.18,3.19
29.4,4.87
13.92,3.83
21.27,8.6
19.59,2.9099999999999997
20.43,4.84
26.37,6.82
29.31,7.08
12.959999999999999,6.48
18.27,4.98
29.16,7.199999999999999
14.459999999999999,3.8200000000000003
23.85,7.09
24.3,2.2800000000000002
11.01,7.5
5.04,9.01
26.7,1.77
9.15,5.0600000000000005
10.41,0.14
15.21,1.3800000000000001
20.759999999999998,1.4000000000000001
11.58,2.9699999999999998
5.279999999999999,9.9
24.509999999999998,7.59
14.459999999999999,4.1899999999999995
17.58,3.63
23.400000000000002,1.8199999999999998
29.61,1.7199999999999998
9.81,2.55
26.73,9.8
12.299999999999999,0.61
11.790000000000001,6.92
26.85,8.85
7.29,6.82
8.16,3.25
9.45,2.52
21.09,7.59
0.96,9.030000000000001
25.41,3.37
14.91,4.9399999999999995
28.41,2.3499999999999996
18.63,3.0
4.98,0.34
26.13,3.62
28.98,6.34
10.020000000000001,0.31
29.64,2.3400000000000003
14.43,0.15
16.41,9.91
27.96,4.32
18.96,5.5
8.040000000000001,6.630000000000001
6.0600000000000005,8.91
19.830000000000002,9.59
9.39,2.4299999999999997
29.49,9.91
0.69,8.69
22.38,9.57
25.349999999999998,3.24
13.32,5.33
7.29,8.41
21.72,4.1
9.0,3.79
13.65,5.37
18.990000000000002,5.19
19.38,2.7
4.83,5.57
24.419999999999998,9.66
6.72,0.18
25.08,0.47
27.66,0.74
12.06,5.58
22.5,1.3800000000000001
14.52,9.91
19.89,0.8999999999999999
28.89,0.72
3.93,6.62
18.12,3.8600000000000003
19.02,7.199999999999999
4.71,9.879999999999999
11.49,9.87
18.09,3.95
11.46,7.95
12.479999999999999,6.949999999999999
6.930000000000001,8.37
2.5500000000000003,1.18
2.91,9.91
21.39,2.79
18.03,3.2
7.29,6.97
11.43,1.25
5.31,7.8100000000000005
24.479999999999997,2.3400000000000003
18.36,1.75
18.18,0.12
21.36,5.8
15.03,1.81
16.740000000000002,3.37
28.89,8.27
3.09,9.06
0.8099999999999999,1.3800000000000001
0.3,4.65
11.43,9.879999999999999
29.37,8.85
26.94,2.51
17.49,2.84
18.39,8.469999999999999
11.850000000000001,7.74
26.07,2.2600000000000002
2.52,4.32
15.57,6.12
29.009999999999998,5.99
27.810000000000002,6.65
0.32999999999999996,8.030000000000001
1.3499999999999999,1.45
6.54,2.58
10.319999999999999,4.03
5.52,1.46
1.3499999999999999,0.98
9.33,9.89
5.58,1.1500000000000001
4.17,5.5200000000000005
11.28,1.29
13.17,4.640000000000001
1.23,9.65
19.68,0.21000000000000002
11.49,3.62
6.930000000000001,7.25
29.46,9.25
8.4,6.630000000000001
2.6399999999999997,7.1499999999999995
15.57,1.8199999999999998
0.38999999999999996,7.890000000000001
8.190000000000001,6.37
26.94,0.25
0.21,0.44999999999999996
12.75,4.18
0.5399999999999999,0.8799999999999999
7.65,1.31
17.58,4.08
26.46,0.8200000000000001
14.19,0.8999999999999999
25.11,6.97
29.49,1.81
25.65,3.81
20.46,3.4699999999999998
7.4399999999999995,9.190000000000001
13.98,4.44
9.3,4.13
15.42,6.35
7.7700000000000005,1.45
21.029999999999998,2.2600000000000002
7.65,8.32
28.95,1.88
26.580000000000002,4.2299999999999995
7.74,3.5
28.259999999999998,5.2700000000000005
15.96,9.78
13.950000000000001,9.61
11.49,6.33
8.190000000000001,6.46
7.53,9.1
3.96,3.8600000000000003
13.5,2.0100000000000002
18.54,8.95
8.82,7.82
25.349999999999998,5.5200000000000005
21.93,5.17
13.5,0.21000000000000002
18.24,8.120000000000001
29.46,7.720000000000001
0.8999999999999999,1.59
4.62,4.87
11.76,1.57
13.620000000000001,0.24
23.73,7.78
8.58,0.55
28.29,5.6499999999999995
27.12,0.39
1.7999999999999998,5.42
14.43,9.41
29.58,5.8
19.32,9.25
17.49,5.92
9.96,2.1
29.58,4.16
15.24,9.51
10.290000000000001,8.45
5.010000000000001,5.620000000000001
26.37,4.2299999999999995
14.94,3.91
20.88,9.51
28.2,7.22
7.98,5.5
9.27,4.3
18.54,5.550000000000001
8.879999999999999,8.29
24.03,5.92
18.24,4.51
16.14,6.54
24.57,4.26
5.79,8.71
18.69,3.17
16.830000000000002,9.89
15.99,3.23
26.61,4.59
5.31,1.05
21.24,4.47
22.71,4.03
0.6,3.8200000000000003
17.759999999999998,0.5
7.38,7.86
4.65,2.6500000000000004
14.73,1.73
11.73,2.72
0.9299999999999999,0.34
13.860000000000001,7.65
17.849999999999998,9.51
13.14,0.73
11.940000000000001,0.44999999999999996
0.38999999999999996,6.58
23.85,7.4399999999999995
5.010000000000001,7.42
5.76,7.1899999999999995
28.32,7.7
2.25,2.02
14.069999999999999,2.27
24.869999999999997,9.91
9.75,3.05
8.61,2.48
25.65,3.02
16.14,5.91
9.99,9.81
23.73,2.14
2.5799999999999996,1.03
9.84,0.39
15.06,6.45
22.77,3.5199999999999996
20.310000000000002,1.34
27.150000000000002,8.01
25.71,6.97
24.03,7.31
12.6,3.75
20.849999999999998,7.47
27.810000000000002,0.12
29.099999999999998,6.66
26.1,3.05
21.299999999999997,5.470000000000001
3.0300000000000002,5.739999999999999
29.46,2.7800000000000002
29.73,6.83
25.98,0.67
25.62,0.8799999999999999
27.27,5.61
10.649999999999999,0.48
9.6,3.88
19.62,6.46
14.91,4.1499999999999995
28.41,7.57
3.99,5.390000000000001
27.060000000000002,9.43
26.43,8.120000000000001
27.51,8.76
28.110000000000003,9.719999999999999
26.04,5.23
11.28,9.3
15.450000000000001,7.86
17.7,3.2600000000000002
4.53,1.1300000000000001
26.4,7.970000000000001
28.32,8.120000000000001
14.040000000000001,9.14
24.360000000000003,9.190000000000001
1.5599999999999998,3.4499999999999997
3.0,9.89
25.29,8.29
16.17,7.57
8.729999999999999,6.909999999999999
1.5299999999999998,9.48
28.529999999999998,9.86
2.25,6.7
1.26,1.44
9.45,4.13
14.129999999999999,7.08
13.68,8.120000000000001
25.349999999999998,1.6900000000000002
2.88,0.8400000000000001
9.33,5.68
24.270000000000003,6.17
12.299999999999999,2.51
10.74,3.9400000000000004
29.009999999999998,0.2
10.649999999999999,9.3
7.4399999999999995,8.67
4.65,9.27
18.21,6.09
4.08,8.120000000000001
16.05,0.61
18.33,9.66
9.540000000000001,1.44
20.07,9.879999999999999
10.92,1.2
17.04,6.470000000000001
8.61,0.37
29.099999999999998,5.91
4.17,3.73
18.63,4.04
19.53,8.91
12.36,0.5700000000000001
23.700000000000003,2.16
3.54,2.9899999999999998
7.199999999999999,8.5
22.2,1.62
25.53,9.030000000000001
24.09,8.459999999999999
22.5,6.44
12.6,7.39
21.09,8.27
13.71,4.16
3.3,5.8999999999999995
28.529999999999998,2.79
6.39,1.45
13.41,8.53
17.58,6.630000000000001
18.84,6.029999999999999
22.44,3.5199999999999996
0.6,5.13
28.5,2.51
15.600000000000001,4.699999999999999
19.59,8.19
4.319999999999999,5.07
22.2,1.44
15.48,6.97
24.99,3.37
0.51,6.38
29.73,3.9800000000000004
1.5899999999999999,6.5200000000000005
4.35,4.640000000000001
8.190000000000001,3.3200000000000003
18.66,7.7700000000000005
9.03,7.86
1.05,7.22
18.54,3.67
23.34,3.61
22.65,3.41
14.040000000000001,4.62
10.83,3.95
11.370000000000001,6.46
19.8,4.98
8.67,7.47
1.5299999999999998,7.7
17.49,3.63
25.95,6.66
0.8999999999999999,4.2299999999999995
22.38,8.6
28.139999999999997,4.47
12.66,4.57
21.9,0.31
3.0300000000000002,9.68
15.03,9.64
24.419999999999998,4.59
6.090000000000001,4.2299999999999995
27.69,1.8199999999999998
4.2299999999999995,3.8600000000000003
1.77,5.8999999999999995
23.580000000000002,8.32
28.74,5.819999999999999
6.9,1.9900000000000002
28.259999999999998,9.84
13.83,2.7
14.129999999999999,4.47
14.52,3.58
15.3,0.09
19.14,5.8999999999999995
12.69,0.75
3.9000000000000004,4.97
24.03,2.59
11.07,4.33
1.3499999999999999,4.069999999999999
10.020000000000001,5.629999999999999
3.21,4.95
27.48,2.31
12.42,4.47
4.319999999999999,4.67
18.66,4.84
15.75,5.32
10.59,1.07
20.639999999999997,6.1899999999999995
12.959999999999999,9.200000000000001
4.2299999999999995,3.31
23.13,8.23
21.0,8.219999999999999
10.86,3.8600000000000003
9.09,3.12
7.05,4.79
29.7,4.71
16.17,8.29
15.21,7.1
28.529999999999998,1.77
9.33,3.85
9.69,8.88
24.09,2.02
21.75,0.07
7.95,6.35
10.74,7.21
7.62,9.030000000000001
21.24,5.6000000000000005
15.84,2.59
3.27,5.779999999999999
24.360000000000003,3.65
20.91,3.8
21.93,6.949999999999999
12.66,6.46
23.04,5.77
27.42,4.640000000000001
3.57,6.18
28.709999999999997,9.629999999999999
19.560000000000002,4.44
18.9,5.709999999999999
26.85,1.01
29.58,0.5800000000000001
19.59,7.37
14.52,4.050000000000001
13.98,8.030000000000001
17.79,1.19
12.84,4.3
8.489999999999998,5.61
25.439999999999998,7.199999999999999
3.27,6.48
3.09,4.25
17.34,2.37
12.030000000000001,0.7000000000000001
25.049999999999997,1.08
25.259999999999998,7.68
27.51,1.9300000000000002
21.06,9.629999999999999
14.309999999999999,5.8
18.3,5.91
24.81,8.94
6.119999999999999,8.64
12.120000000000001,7.7700000000000005
14.43,0.53
23.700000000000003,7.33
12.99,7.6
25.349999999999998,4.33
11.91,9.59
28.229999999999997,7.38
10.92,9.51
9.9,5.739999999999999
3.93,2.8899999999999997
7.71,4.640000000000001
13.32,0.68
21.299999999999997,5.470000000000001
10.020000000000001,6.58
16.5,7.8500000000000005
19.59,6.8500000000000005
22.86,6.3100000000000005
20.37,9.040000000000001
5.31,8.4
29.58,8.66
15.780000000000001,6.26
25.68,7.359999999999999
21.029999999999998,6.92
18.54,6.8999999999999995
4.5,9.399999999999999
8.01,7.09
7.7700000000000005,6.43
6.930000000000001,6.870000000000001
18.12,2.13
8.31,0.67
24.779999999999998,7.069999999999999
6.72,7.359999999999999
8.16,3.4799999999999995
15.09,0.76
11.370000000000001,3.05
11.52,3.37
21.72,3.75
13.8,1.48
5.82,4.72
1.5,9.3
27.87,8.33
8.52,2.8499999999999996
24.03,4.72
1.8900000000000001,3.73
5.1000000000000005,2.04
0.7799999999999999,5.6499999999999995
3.42,5.13
24.599999999999998,4.91
17.759999999999998,2.2800000000000002
27.990000000000002,7.4399999999999995
7.68,0.8899999999999999
17.7,1.1400000000000001
4.71,5.8
8.34,9.91
26.28,6.82
15.75,8.44
19.14,6.57
10.020000000000001,0.8899999999999999
26.88,5.19
25.56,4.03
21.0,9.41
3.75,9.43
6.39,8.57
29.61,7.029999999999999
16.05,9.190000000000001
6.119999999999999,6.18
9.84,3.8200000000000003
23.400000000000002,5.470000000000001
19.47,9.290000000000001
10.649999999999999,8.93
21.54,0.81
27.09,5.77
10.35,1.25
24.599999999999998,3.17
10.95,0.15
16.32,3.3400000000000003
12.0,2.1
10.110000000000001,8.55
19.02,9.61
14.52,5.05
4.65,8.030000000000001
27.66,5.550000000000001
6.21,4.59
21.18,5.07
12.959999999999999,7.7700000000000005
18.36,1.7399999999999998
21.57,6.74
0.8999999999999999,4.62
0.75,7.66
29.58,4.93
9.209999999999999,9.57
9.36,5.99
22.32,9.34
15.09,5.430000000000001
10.290000000000001,1.33
27.57,4.069999999999999
4.11,8.41
11.790000000000001,3.74
27.3,2.74
24.93,8.53
7.109999999999999,9.030000000000001
4.140000000000001,4.87
28.89,9.59
20.400000000000002,4.98
6.03,5.0600000000000005
19.89,3.37
27.540000000000003,9.58
10.92,9.21
11.940000000000001,8.469999999999999
2.76,9.34
2.0700000000000003,2.16
15.18,6.790000000000001
11.22,0.6
12.299999999999999,6.7
23.580000000000002,5.75
24.66,8.17
6.21,1.4000000000000001
27.900000000000002,3.74
1.47,6.61
29.73,4.32
12.66,9.379999999999999
4.0200000000000005,5.3500000000000005
21.63,2.6100000000000003
3.5999999999999996,2.15
12.120000000000001,6.840000000000001
14.58,4.14
12.180000000000001,0.38
26.4,5.61
12.030000000000001,8.110000000000001
6.63,5.470000000000001
15.39,1.8399999999999999
27.330000000000002,1.49
16.290000000000003,7.039999999999999
27.87,5.25
29.64,2.3899999999999997
26.37,0.19
17.4,5.25
27.990000000000002,9.77
22.41,7.25
28.799999999999997,5.620000000000001
15.75,0.66
16.740000000000002,4.77
21.0,1.9300000000000002
13.71,7.960000000000001
25.32,9.62
24.66,3.79
2.31,6.22
28.74,3.4399999999999995
15.66,6.870000000000001
7.08,7.87
16.41,4.0
7.4399999999999995,4.88
23.37,0.13
12.54,2.5700000000000003
2.5500000000000003,1.11
9.57,3.13
19.05,4.0200000000000005
14.19,9.91
4.0200000000000005,9.59
20.490000000000002,3.3400000000000003
19.11,7.199999999999999
16.979999999999997,0.43999999999999995
0.24,6.630000000000001
20.46,2.52
16.14,1.7000000000000002
23.76,1.54
7.47,1.05
20.520000000000003,1.05
25.83,2.23
0.51,9.91
24.689999999999998,8.95
5.64,8.49
17.34,1.9100000000000001
1.14,0.74
27.36,3.4899999999999998
19.560000000000002,3.79
10.110000000000001,0.8500000000000001
4.890000000000001,6.24
4.8,1.1500000000000001
14.16,2.31
0.96,2.4299999999999997
15.540000000000001,1.02
16.05,4.640000000000001
20.939999999999998,4.81
17.58,7.880000000000001
28.139999999999997,3.62
29.04,0.6900000000000001
28.919999999999998,3.23
26.61,8.129999999999999
20.34,5.77
4.140000000000001,6.83
8.79,7.970000000000001
11.73,3.4499999999999997
19.44,3.63
21.84,7.029999999999999
20.7,8.35
14.43,6.1899999999999995
24.389999999999997,5.470000000000001
18.78,3.83
23.580000000000002,4.49
4.7700000000000005,0.8400000000000001
21.27,7.84
19.560000000000002,7.25
0.44999999999999996,0.43999999999999995
11.43,7.279999999999999
6.8100000000000005,9.719999999999999
12.75,3.7199999999999998
20.490000000000002,0.48
28.619999999999997,0.24
9.15,1.03
12.69,2.2
17.49,6.43
2.43,6.18
3.33,8.29
13.32,2.9
24.72,6.26
24.959999999999997,1.21
21.96,6.680000000000001
16.470000000000002,4.3
18.84,9.43
28.47,7.1499999999999995
19.11,3.43
7.7700000000000005,2.1
26.88,0.21999999999999997
12.45,5.659999999999999
23.04,5.6499999999999995
21.09,8.309999999999999
12.209999999999999,9.52
15.690000000000001,4.5600000000000005
18.63,5.869999999999999
5.04,0.15
1.74,3.3400000000000003
8.13,0.64
28.38,9.87
15.81,4.67
17.22,8.379999999999999
29.31,0.36
0.63,2.5300000000000002
4.7700000000000005,0.67
5.279999999999999,5.68
19.89,3.46
15.15,0.21000000000000002
20.55,3.97
25.98,6.49
11.46,2.36
29.16,4.1
29.52,1.6900000000000002
7.92,0.5
14.85,9.18
5.010000000000001,0.61
23.64,6.680000000000001
26.37,6.97
16.68,3.25
3.42,1.27
3.7800000000000002,6.74
17.97,9.030000000000001
12.09,4.9399999999999995
